RouteID,RouteType,URLPath,QueryKey,AliasKey,ParentRoute,EntrySource,NavigationSource,AuthorizedRoles,GuardCondition,RenderedPage,RenderedComponent,LazyImport,RedirectTarget,ReachableFromNavigation,ReachableByDeepLink,HiddenButSupported,CompatibilityStatus,TestCoverage,EvidencePaths,InitialReachabilityStatus,Confidence,Notes
"ROUTE-TAB-MOD-004","QUERY_TAB_ROUTE","/personnel/dashboard","tab=certificates","","/personnel/dashboard","frontend/src/pages/personnel/organization-moderator/OrganizationModeratorDashboardPage.jsx:58","Moderator Sidebar: Digital Certificates (id: moderator-certificates)","organization_moderator","active_role_context=organization_moderator","DigitalCertificatesWorkspace.jsx","DigitalCertificatesWorkspace","NO","","YES","YES","NO","CURRENT","frontend/src/tests/CertificateIssuance.test.js","frontend/src/pages/personnel/organization-moderator/certificates/DigitalCertificatesWorkspace.jsx","PROVEN ROUTE-REACHABLE","HIGH","Digital certificate issuance wizard, signatory approval vault, and batch distribution"
"ROUTE-TAB-MOD-005","QUERY_TAB_ROUTE","/personnel/dashboard","tab=profile","","/personnel/dashboard","frontend/src/pages/personnel/organization-moderator/OrganizationModeratorDashboardPage.jsx:59","Moderator Sidebar: Organization Profile (id: moderator-profile)","organization_moderator","active_role_context=organization_moderator","OrganizationModeratorDashboardPage.jsx","OrganizationModeratorDashboardPage (Profile Tab)","NO","","YES","YES","NO","CURRENT","frontend/src/tests/liveE2EIntegration.test.js","frontend/src/pages/personnel/organization-moderator/OrganizationModeratorDashboardPage.jsx","PROVEN ROUTE-REACHABLE","HIGH","Organization charter, moderator details, and officer roster profile"
"ROUTE-TAB-DEAN-001","QUERY_TAB_ROUTE","/personnel/dashboard","tab=overview","","/personnel/dashboard","frontend/src/config/navigationCatalog.js:224","Dean Sidebar: Dean Dashboard (id: dean-dashboard-overview)","dean","active_role_context=dean","PersonnelDashboardPage.jsx","PersonnelDashboardPage","NO","","YES","YES","NO","CURRENT","frontend/src/tests/liveE2EIntegration.test.js","frontend/src/config/navigationCatalog.js:224,frontend/src/pages/personnel/PersonnelDashboardPage.jsx","PROVEN ROUTE-REACHABLE","HIGH","Dean college oversight and personal accomplishment dashboard"
"ROUTE-TAB-DEAN-002","QUERY_TAB_ROUTE","/personnel/dashboard","tab=workspace","","/personnel/dashboard","frontend/src/config/navigationCatalog.js:235","Dean Sidebar: Faculty Ranking Reviews (id: dean-review-workspace)","dean","active_role_context=dean","PersonnelDashboardPage.jsx","PersonnelDashboardPage","NO","","YES","YES","NO","CURRENT","frontend/src/tests/liveE2EIntegration.test.js","frontend/src/config/navigationCatalog.js:235,frontend/src/pages/personnel/PersonnelDashboardPage.jsx","PROVEN ROUTE-REACHABLE","HIGH","College-scoped faculty ranking review and endorsement workspace"
"ROUTE-TAB-DEAN-003","QUERY_TAB_ROUTE","/personnel/dashboard","tab=personnel","","/personnel/dashboard","frontend/src/config/navigationCatalog.js:246","Dean Sidebar: College Faculty Roster (id: dean-faculty-roster)","dean","active_role_context=dean","PersonnelDashboardPage.jsx","PersonnelDashboardPage","NO","","YES","YES","NO","CURRENT","frontend/src/tests/liveE2EIntegration.test.js","frontend/src/config/navigationCatalog.js:246,frontend/src/pages/personnel/PersonnelDashboardPage.jsx","PROVEN ROUTE-REACHABLE","HIGH","Dean college faculty roster and academic portfolio viewer"
"ROUTE-REDIR-001","REDIRECT","/hr/profile","","","","frontend/src/App.jsx:177","Legacy Deep Link / Bookmark","hr_admin","LayoutShell allowedAccountTypes=[hr_admin] requiredRoles=[hr_staff]","AccountPage.jsx","Navigate","NO","/hr/account","NO","YES","YES","LEGACY-COMPATIBILITY","frontend/src/tests/RouteAccessController.test.js","frontend/src/App.jsx:177","PROVEN ROUTE-REACHABLE","HIGH","Legacy compatibility redirect: /hr/profile -> /hr/account"
"ROUTE-REDIR-002","REDIRECT","/hr/personnel-governance","","","","frontend/src/App.jsx:178","Legacy Deep Link / Bookmark","hr_admin","LayoutShell allowedAccountTypes=[hr_admin] requiredRoles=[hr_staff]","HRPersonnelDirectoryPage.jsx","Navigate","NO","/hr/personnel-directory","NO","YES","YES","LEGACY-COMPATIBILITY","frontend/src/tests/RouteAccessController.test.js","frontend/src/App.jsx:178","PROVEN ROUTE-REACHABLE","HIGH","Legacy compatibility redirect: /hr/personnel-governance -> /hr/personnel-directory"
"ROUTE-REDIR-003","REDIRECT","/hr/verification-queue","","","","frontend/src/App.jsx:179","Legacy Deep Link / Bookmark","hr_admin","LayoutShell allowedAccountTypes=[hr_admin] requiredRoles=[hr_staff]","HREvaluationSubmissionsPage.jsx","Navigate","NO","/hr/evaluation-submissions","NO","YES","YES","LEGACY-COMPATIBILITY","frontend/src/tests/RouteAccessController.test.js","frontend/src/App.jsx:179","PROVEN ROUTE-REACHABLE","HIGH","Legacy compatibility redirect: /hr/verification-queue -> /hr/evaluation-submissions"
"ROUTE-REDIR-004","REDIRECT","/hr/faculty-ranking-and-matrix","","","","frontend/src/App.jsx:180","Legacy Deep Link / Bookmark","hr_admin","LayoutShell allowedAccountTypes=[hr_admin] requiredRoles=[hr_staff]","HRFacultyEvaluationOversightPage.jsx","Navigate","NO","/hr/faculty-evaluation-and-ranking","NO","YES","YES","LEGACY-COMPATIBILITY","frontend/src/tests/RouteAccessController.test.js","frontend/src/App.jsx:180","PROVEN ROUTE-REACHABLE","HIGH","Legacy compatibility redirect: /hr/faculty-ranking-and-matrix -> /hr/faculty-evaluation-and-ranking"
"ROUTE-REDIR-005","REDIRECT","/hr/accreditation-and-audit-logs","","","","frontend/src/App.jsx:181","Legacy Deep Link / Bookmark","hr_admin","LayoutShell allowedAccountTypes=[hr_admin] requiredRoles=[hr_staff]","HRAuditTrailPage.jsx","Navigate","NO","/hr/audit-trail","NO","YES","YES","LEGACY-COMPATIBILITY","frontend/src/tests/RouteAccessController.test.js","frontend/src/App.jsx:181","PROVEN ROUTE-REACHABLE","HIGH","Legacy compatibility redirect: /hr/accreditation-and-audit-logs -> /hr/audit-trail"
"ROUTE-REDIR-006","REDIRECT","/personnel","","","","frontend/src/App.jsx:194","Direct Top-level Shortcut","personnel","None","PersonnelDashboardPage.jsx","Navigate","NO","/personnel/dashboard","NO","YES","YES","CURRENT","frontend/src/tests/RouteAccessController.test.js","frontend/src/App.jsx:194","PROVEN ROUTE-REACHABLE","HIGH","Portal root alias redirect: /personnel -> /personnel/dashboard"
"ROUTE-REDIR-007","REDIRECT","/depsec","","","","frontend/src/App.jsx:195","Legacy Department Secretary Route","personnel","None","PersonnelDashboardPage.jsx","Navigate","NO","/personnel/dashboard","NO","YES","YES","NAMING-REVIEW-CANDIDATE","frontend/src/tests/RouteAccessController.test.js","frontend/src/App.jsx:195","PROVEN ROUTE-REACHABLE","HIGH","Legacy redirect: /depsec -> /personnel/dashboard (preserves backward compatibility from pre-defense naming)"
"ROUTE-REDIR-008","REDIRECT","/coordinator","","","","frontend/src/App.jsx:196","Direct Coordinator Shortcut","personnel","None","PersonnelDashboardPage.jsx","Navigate","NO","/personnel/dashboard","NO","YES","YES","CURRENT","frontend/src/tests/RouteAccessController.test.js","frontend/src/App.jsx:196","PROVEN ROUTE-REACHABLE","HIGH","Portal alias redirect: /coordinator -> /personnel/dashboard"
"ROUTE-REDIR-009","REDIRECT","/org-moderator","","","","frontend/src/App.jsx:197","Direct Moderator Shortcut","personnel","None","PersonnelDashboardPage.jsx","Navigate","NO","/personnel/dashboard","NO","YES","YES","CURRENT","frontend/src/tests/RouteAccessController.test.js","frontend/src/App.jsx:197","PROVEN ROUTE-REACHABLE","HIGH","Portal alias redirect: /org-moderator -> /personnel/dashboard"
"ROUTE-REDIR-010","REDIRECT","/account","","","","frontend/src/App.jsx:198","Generic Account Link","AUTHENTICATED (All Roles)","None","AccountPage.jsx","Navigate","NO","/personnel/account","NO","YES","YES","CURRENT","frontend/src/tests/RouteAccessController.test.js","frontend/src/App.jsx:198","PROVEN ROUTE-REACHABLE","HIGH","Generic top-level redirect: /account -> /personnel/account"
"ROUTE-REDIR-011","REDIRECT","/settings","","","","frontend/src/App.jsx:199","Generic Settings Link","AUTHENTICATED (All Roles)","None","SettingsPage.jsx","Navigate","NO","/personnel/settings","NO","YES","YES","CURRENT","frontend/src/tests/RouteAccessController.test.js","frontend/src/App.jsx:199","PROVEN ROUTE-REACHABLE","HIGH","Generic top-level redirect: /settings -> /personnel/settings"
"ROUTE-REDIR-012","REDIRECT","/notifications","","","","frontend/src/App.jsx:200","Generic Notifications Link","AUTHENTICATED (All Roles)","None","NotificationsPage.jsx","Navigate","NO","/personnel/notifications","NO","YES","YES","CURRENT","frontend/src/tests/RouteAccessController.test.js","frontend/src/App.jsx:200","PROVEN ROUTE-REACHABLE","HIGH","Generic top-level redirect: /notifications -> /personnel/notifications"
"ROUTE-FALLBACK-001","WILDCARD_FALLBACK","*","","","","frontend/src/App.jsx:201","Catch-all Wildcard Re-route","PUBLIC","None","LoginPage.jsx","Navigate","NO","/","NO","YES","YES","CURRENT","frontend/src/tests/liveE2EIntegration.test.js","frontend/src/App.jsx:201","PROVEN ROUTE-REACHABLE","HIGH","Wildcard 404 handler redirecting unknown paths to /"
