Path,Name,Extension,TrackedState,ItemType,LayerZone,FeatureDomain,ApparentResponsibility,FrameworkToolOwnership,RuntimeRelevance,TestRelevance,ScriptOperationalRelevance,DocumentationHistoryRelevance,InitialClassification,Confidence,NeedsDeeperTrace,Notes
"backend/database/mysql-defense/migrations/000006_award_scoring_and_eligibility.sql","000006_award_scoring_and_eligibility.sql",".sql","TRACKED","DATABASE_DUMP","DATABASE","reference-data","Local MySQL defense SQL migrations / schemas","CodeIgniter","NO","YES","YES","NO","ACTIVE-CANDIDATE","HIGH","YES",""
"backend/database/mysql-defense/migrations/000007_notifications.sql","000007_notifications.sql",".sql","TRACKED","DATABASE_DUMP","DATABASE","reference-data","Local MySQL defense SQL migrations / schemas","CodeIgniter","NO","YES","YES","NO","ACTIVE-CANDIDATE","HIGH","YES",""
"backend/database/mysql-defense/migrations/000008_personnel_ranking.sql","000008_personnel_ranking.sql",".sql","TRACKED","DATABASE_DUMP","DATABASE","reference-data","Local MySQL defense SQL migrations / schemas","CodeIgniter","NO","YES","YES","NO","ACTIVE-CANDIDATE","HIGH","YES",""
"backend/database/mysql-defense/migrations/000009_audit_and_file_security.sql","000009_audit_and_file_security.sql",".sql","TRACKED","DATABASE_DUMP","DATABASE","reference-data","Local MySQL defense SQL migrations / schemas","CodeIgniter","NO","YES","YES","NO","ACTIVE-CANDIDATE","HIGH","YES",""
"backend/database/mysql-defense/migrations/000010_constraints_indexes_reference_seeds.sql","000010_constraints_indexes_reference_seeds.sql",".sql","TRACKED","DATABASE_DUMP","DATABASE","reference-data","Local MySQL defense SQL migrations / schemas","CodeIgniter","NO","YES","YES","NO","ACTIVE-CANDIDATE","HIGH","YES",""
"backend/database/mysql-defense/migrations/000011_local_auth_sessions.sql","000011_local_auth_sessions.sql",".sql","TRACKED","DATABASE_DUMP","DATABASE","reference-data","Local MySQL defense SQL migrations / schemas","CodeIgniter","NO","YES","YES","NO","ACTIVE-CANDIDATE","HIGH","YES",""
"backend/development/auth-only-pilot.mjs","auth-only-pilot.mjs",".mjs","TRACKED","SCRIPT","OPERATIONS","demo","Development provisioning / migration validation script","Node","NO","YES","YES","NO","SCRIPT-ONLY-CANDIDATE","HIGH","YES","Historical development provisioning script"
"backend/development/bootstrap-admin-authority.mjs","bootstrap-admin-authority.mjs",".mjs","TRACKED","SCRIPT","OPERATIONS","demo","Development provisioning / migration validation script","Node","NO","YES","YES","NO","SCRIPT-ONLY-CANDIDATE","HIGH","YES","Historical development provisioning script"
"backend/development/node_modules/.bin/crc32","crc32","","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/.bin/crc32.cmd","crc32.cmd",".cmd","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/.bin/crc32.ps1","crc32.ps1",".ps1","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/.bin/xlsx","xlsx","","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/.bin/xlsx.cmd","xlsx.cmd",".cmd","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/.bin/xlsx.ps1","xlsx.ps1",".ps1","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/.package-lock.json",".package-lock.json",".json","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/LICENSE","LICENSE","","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/README.md","README.md",".md","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/AuthAdminApi.d.ts","AuthAdminApi.d.ts",".ts","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/AuthAdminApi.d.ts.map","AuthAdminApi.d.ts.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/AuthAdminApi.js","AuthAdminApi.js",".js","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/AuthAdminApi.js.map","AuthAdminApi.js.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/AuthClient.d.ts","AuthClient.d.ts",".ts","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/AuthClient.d.ts.map","AuthClient.d.ts.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/AuthClient.js","AuthClient.js",".js","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/AuthClient.js.map","AuthClient.js.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/GoTrueAdminApi.d.ts","GoTrueAdminApi.d.ts",".ts","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/GoTrueAdminApi.d.ts.map","GoTrueAdminApi.d.ts.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/GoTrueAdminApi.js","GoTrueAdminApi.js",".js","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/GoTrueAdminApi.js.map","GoTrueAdminApi.js.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/GoTrueClient.d.ts","GoTrueClient.d.ts",".ts","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/GoTrueClient.d.ts.map","GoTrueClient.d.ts.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/GoTrueClient.js","GoTrueClient.js",".js","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/GoTrueClient.js.map","GoTrueClient.js.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/index.d.ts","index.d.ts",".ts","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/index.d.ts.map","index.d.ts.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/index.js","index.js",".js","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/index.js.map","index.js.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/base64url.d.ts","base64url.d.ts",".ts","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/base64url.d.ts.map","base64url.d.ts.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/base64url.js","base64url.js",".js","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/base64url.js.map","base64url.js.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/constants.d.ts","constants.d.ts",".ts","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/constants.d.ts.map","constants.d.ts.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/constants.js","constants.js",".js","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/constants.js.map","constants.js.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/error-codes.d.ts","error-codes.d.ts",".ts","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/error-codes.d.ts.map","error-codes.d.ts.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/error-codes.js","error-codes.js",".js","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/error-codes.js.map","error-codes.js.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/errors.d.ts","errors.d.ts",".ts","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/errors.d.ts.map","errors.d.ts.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/errors.js","errors.js",".js","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/errors.js.map","errors.js.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/fetch.d.ts","fetch.d.ts",".ts","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/fetch.d.ts.map","fetch.d.ts.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/fetch.js","fetch.js",".js","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/fetch.js.map","fetch.js.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/helpers.d.ts","helpers.d.ts",".ts","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/helpers.d.ts.map","helpers.d.ts.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/helpers.js","helpers.js",".js","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/helpers.js.map","helpers.js.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/local-storage.d.ts","local-storage.d.ts",".ts","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/local-storage.d.ts.map","local-storage.d.ts.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/local-storage.js","local-storage.js",".js","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/local-storage.js.map","local-storage.js.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/locks.d.ts","locks.d.ts",".ts","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/locks.d.ts.map","locks.d.ts.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/locks.js","locks.js",".js","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/locks.js.map","locks.js.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/polyfills.d.ts","polyfills.d.ts",".ts","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/polyfills.d.ts.map","polyfills.d.ts.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/polyfills.js","polyfills.js",".js","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/polyfills.js.map","polyfills.js.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/solana.d.ts","solana.d.ts",".ts","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/solana.d.ts.map","solana.d.ts.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/solana.js","solana.js",".js","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/solana.js.map","solana.js.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/types.d.ts","types.d.ts",".ts","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/types.d.ts.map","types.d.ts.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/types.js","types.js",".js","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/types.js.map","types.js.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/version.d.ts","version.d.ts",".ts","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/version.d.ts.map","version.d.ts.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/version.js","version.js",".js","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/main/lib/version.js.map","version.js.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/module/AuthAdminApi.d.ts","AuthAdminApi.d.ts",".ts","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/module/AuthAdminApi.d.ts.map","AuthAdminApi.d.ts.map",".map","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
"backend/development/node_modules/@supabase/auth-js/dist/module/AuthAdminApi.js","AuthAdminApi.js",".js","TRACKED","FRAMEWORK_FILE","GENERATED","migration","Development helper npm module (e.g. pg, xlsx) for database bootstrapping","npm","NO","NO","YES","NO","FRAMEWORK / GENERATED","HIGH","YES","Tracked node_modules in backend/development"
