SourceFile,SourceType,SourceFeatureDomain,DependencyFile,DependencyType,ImportedOrUsedSymbol,DirectOrIndirect,RuntimeTestOrBoth,ReachabilitySource,Roles,SharedAcrossFeatures,EvidencePattern,InitialDependencyStatus,Confidence,Notes
"frontend/src/controllers/PersonnelPortfolioController.js","SOURCE_FILE","controllers","frontend/src/models/PersonnelPortfolioModel.js","MODEL_USAGE","PersonnelPortfolioModel","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/controllers/PersonnelPortfolioController.js:1 -> import from '../models/PersonnelPortfolioModel.js'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of PersonnelPortfolioModel.js"
"frontend/src/controllers/RosterController.js","SOURCE_FILE","controllers","frontend/src/models/StudentModel.js","MODEL_USAGE","StudentModel","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/controllers/RosterController.js:1 -> import from '../models/StudentModel'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of StudentModel.js"
"frontend/src/controllers/StudentAchievementController.js","SOURCE_FILE","controllers","frontend/src/models/AchievementModel.js","MODEL_USAGE","AchievementModel","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/controllers/StudentAchievementController.js:1 -> import from '../models/AchievementModel'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of AchievementModel.js"
"frontend/src/controllers/UserProfileController.js","SOURCE_FILE","controllers","frontend/src/models/UserProfilePreferencesModel.js","MODEL_USAGE","UserProfilePreferencesModel","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/controllers/UserProfileController.js:6 -> import from '../models/UserProfilePreferencesModel'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of UserProfilePreferencesModel.js"
"frontend/src/controllers/UserSettingsController.js","SOURCE_FILE","controllers","frontend/src/models/UserSettingsModel.js","MODEL_USAGE","UserSettingsModel","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/controllers/UserSettingsController.js:6 -> import from '../models/UserSettingsModel'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of UserSettingsModel.js"
"frontend/src/controllers/VerificationController.js","SOURCE_FILE","controllers","frontend/src/models/VerificationQueueModel.js","MODEL_USAGE","VerificationQueueModel","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/controllers/VerificationController.js:1 -> import from '../models/VerificationQueueModel'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of VerificationQueueModel.js"
"frontend/src/controllers/__tests__/AdminSetupGuideController.test.js","TEST_FILE","controllers","frontend/src/controllers/AdminSetupGuideController.js","TEST_USAGE","{ AdminSetupGuideController }","DIRECT","TEST","TEST_HARNESS","ALL_ROLES","NO","frontend/src/controllers/__tests__/AdminSetupGuideController.test.js:2 -> import from '../AdminSetupGuideController'","TEST-ONLY-DEPENDENCY","HIGH","Direct local import of AdminSetupGuideController.js"
"frontend/src/controllers/__tests__/CertificateIssuance.test.js","TEST_FILE","controllers","frontend/src/controllers/CertificateIssuanceController.js","TEST_USAGE","CertificateIssuanceController","DIRECT","TEST","TEST_HARNESS","ALL_ROLES","NO","frontend/src/controllers/__tests__/CertificateIssuance.test.js:7 -> import from '../CertificateIssuanceController'","TEST-ONLY-DEPENDENCY","HIGH","Direct local import of CertificateIssuanceController.js"
"frontend/src/controllers/__tests__/RouteAccessController.test.js","TEST_FILE","controllers","frontend/src/controllers/RouteAccessController.js","TEST_USAGE","RouteAccessController","DIRECT","TEST","TEST_HARNESS","ALL_ROLES","NO","frontend/src/controllers/__tests__/RouteAccessController.test.js:2 -> import from '../RouteAccessController'","TEST-ONLY-DEPENDENCY","HIGH","Direct local import of RouteAccessController.js"
"frontend/src/hooks/useAdminSetupGuide.js","SOURCE_FILE","hooks","frontend/src/controllers/AdminSetupGuideController.js","CONTROLLER_USAGE","AdminSetupGuideController","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/useAdminSetupGuide.js:2 -> import from '../controllers/AdminSetupGuideController'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of AdminSetupGuideController.js"
"frontend/src/hooks/useCertificateTemplates.js","SOURCE_FILE","hooks","frontend/src/controllers/CertificateTemplateController.js","CONTROLLER_USAGE","CertificateTemplateController","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/useCertificateTemplates.js:8 -> import from '../controllers/CertificateTemplateController'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of CertificateTemplateController.js"
"frontend/src/hooks/useHR.js","SOURCE_FILE","hooks","frontend/src/controllers/HRController.js","CONTROLLER_USAGE","HRController","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/useHR.js:7 -> import from '../controllers/HRController'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of HRController.js"
"frontend/src/hooks/useHR.js","SOURCE_FILE","hooks","frontend/src/services/provisioningService.js","SERVICE_USAGE","{ provisioningService }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/useHR.js:8 -> import from '../services/provisioningService'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of provisioningService.js"
"frontend/src/hooks/useHR.js","SOURCE_FILE","hooks","frontend/src/services/passwordResetAdminService.js","SERVICE_USAGE","{ fetchPasswordResetRequests, executePasswordReset }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/useHR.js:9 -> import from '../services/passwordResetAdminService'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of passwordResetAdminService.js"
"frontend/src/hooks/useHR.js","SOURCE_FILE","hooks","frontend/src/services/hrAdminService.js","SERVICE_USAGE","{ fetchHRAudit, fetchHRDashboard, fetchPersonnelDirectory, assignDeanRole, revokeDeanRole }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/useHR.js:10 -> import from '../services/hrAdminService'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of hrAdminService.js"
"frontend/src/hooks/useHRAuditTrail.js","SOURCE_FILE","hooks","frontend/src/controllers/HRAuditTrailController.js","CONTROLLER_USAGE","HRAuditTrailController","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/useHRAuditTrail.js:2 -> import from '../controllers/HRAuditTrailController'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of HRAuditTrailController.js"
"frontend/src/hooks/useHRAuditTrail.js","SOURCE_FILE","hooks","frontend/src/utils/safeCsvExport.js","UTILITY_USAGE","exportSafeCsv","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/useHRAuditTrail.js:3 -> import from '../utils/safeCsvExport'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of safeCsvExport.js"
"frontend/src/hooks/useHRRanking.js","SOURCE_FILE","hooks","frontend/src/controllers/HRRankingController.js","CONTROLLER_USAGE","HRRankingController","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/useHRRanking.js:2 -> import from '../controllers/HRRankingController.js'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of HRRankingController.js"
"frontend/src/hooks/useOrganization.js","SOURCE_FILE","hooks","frontend/src/controllers/OrganizationController.js","CONTROLLER_USAGE","OrganizationController","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/useOrganization.js:2 -> import from '../controllers/OrganizationController'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of OrganizationController.js"
"frontend/src/hooks/useOSAD.js","SOURCE_FILE","hooks","frontend/src/controllers/OSADController.js","CONTROLLER_USAGE","OSADController","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/useOSAD.js:2 -> import from '../controllers/OSADController'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of OSADController.js"
"frontend/src/hooks/usePersonnelAchievements.js","SOURCE_FILE","hooks","frontend/src/controllers/PersonnelAchievementController.js","CONTROLLER_USAGE","PersonnelAchievementController","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/usePersonnelAchievements.js:2 -> import from '../controllers/PersonnelAchievementController.js'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of PersonnelAchievementController.js"
"frontend/src/hooks/usePersonnelOnboardingDraft.js","SOURCE_FILE","hooks","frontend/src/controllers/PersonnelOnboardingDraftController.js","CONTROLLER_USAGE","PersonnelOnboardingDraftController","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/usePersonnelOnboardingDraft.js:8 -> import from '../controllers/PersonnelOnboardingDraftController.js'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of PersonnelOnboardingDraftController.js"
"frontend/src/hooks/usePersonnelPortfolio.js","SOURCE_FILE","hooks","frontend/src/controllers/PersonnelPortfolioController.js","CONTROLLER_USAGE","PersonnelPortfolioController","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/usePersonnelPortfolio.js:2 -> import from '../controllers/PersonnelPortfolioController.js'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of PersonnelPortfolioController.js"
"frontend/src/hooks/useStudentAchievements.js","SOURCE_FILE","hooks","frontend/src/controllers/StudentAchievementController.js","CONTROLLER_USAGE","StudentAchievementController","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/useStudentAchievements.js:2 -> import from '../controllers/StudentAchievementController'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of StudentAchievementController.js"
"frontend/src/hooks/useStudentRoster.js","SOURCE_FILE","hooks","frontend/src/controllers/RosterController.js","CONTROLLER_USAGE","RosterController","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/useStudentRoster.js:2 -> import from '../controllers/RosterController'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of RosterController.js"
"frontend/src/hooks/useTheme.js","SOURCE_FILE","hooks","frontend/src/context/ThemeContext.jsx","CONTEXT_USAGE","{ ThemeContext }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/useTheme.js:2 -> import from '../context/ThemeContext'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of ThemeContext.jsx"
"frontend/src/hooks/useUserProfile.js","SOURCE_FILE","hooks","frontend/src/models/AccountRolePresentation.js","MODEL_USAGE","{ getAccountRolePresentation }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/useUserProfile.js:2 -> import from '../models/AccountRolePresentation'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of AccountRolePresentation.js"
"frontend/src/hooks/useUserProfile.js","SOURCE_FILE","hooks","frontend/src/controllers/UserProfileController.js","CONTROLLER_USAGE","UserProfileController","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/useUserProfile.js:3 -> import from '../controllers/UserProfileController'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of UserProfileController.js"
"frontend/src/hooks/useUserSettings.js","SOURCE_FILE","hooks","frontend/src/controllers/UserSettingsController.js","CONTROLLER_USAGE","UserSettingsController","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/useUserSettings.js:2 -> import from '../controllers/UserSettingsController'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of UserSettingsController.js"
"frontend/src/hooks/useVerification.js","SOURCE_FILE","hooks","frontend/src/controllers/VerificationController.js","CONTROLLER_USAGE","VerificationController","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/hooks/useVerification.js:2 -> import from '../controllers/VerificationController'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of VerificationController.js"
"frontend/src/main.jsx","SOURCE_FILE","main.jsx","frontend/src/index.css","STYLE_USAGE","*","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/main.jsx:4 -> import from './index.css'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of index.css"
"frontend/src/main.jsx","SOURCE_FILE","main.jsx","frontend/src/App.jsx","STATIC_IMPORT","App","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/main.jsx:5 -> import from './App.jsx'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of App.jsx"
"frontend/src/models/PersonnelPortfolioModel.js","SOURCE_FILE","models","frontend/src/models/RankingCriteriaModel.js","MODEL_USAGE","RankingCriteriaModel","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","NO","frontend/src/models/PersonnelPortfolioModel.js:8 -> import from './RankingCriteriaModel.js'","ACTIVE-DEPENDENCY","HIGH","Direct local import of RankingCriteriaModel.js"
"frontend/src/models/VerificationQueueModel.js","SOURCE_FILE","models","frontend/src/models/AchievementModel.js","MODEL_USAGE","AchievementModel","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","NO","frontend/src/models/VerificationQueueModel.js:1 -> import from './AchievementModel'","ACTIVE-DEPENDENCY","HIGH","Direct local import of AchievementModel.js"
"frontend/src/models/__tests__/AdminSetupGuideRegistry.test.js","TEST_FILE","models","frontend/src/models/AdminSetupGuideRegistry.js","TEST_USAGE","ADMIN_SETUP_GUIDES, { getAdminSetupGuide }","DIRECT","TEST","TEST_HARNESS","ALL_ROLES","NO","frontend/src/models/__tests__/AdminSetupGuideRegistry.test.js:2 -> import from '../AdminSetupGuideRegistry'","TEST-ONLY-DEPENDENCY","HIGH","Direct local import of AdminSetupGuideRegistry.js"
"frontend/src/models/__tests__/AdminSetupStatusModel.test.js","TEST_FILE","models","frontend/src/models/AdminSetupStatusModel.js","TEST_USAGE","{ AdminSetupStatusModel, SETUP_STEP_STATUS }","DIRECT","TEST","TEST_HARNESS","ALL_ROLES","NO","frontend/src/models/__tests__/AdminSetupStatusModel.test.js:2 -> import from '../AdminSetupStatusModel'","TEST-ONLY-DEPENDENCY","HIGH","Direct local import of AdminSetupStatusModel.js"
"frontend/src/models/__tests__/AwardCandidacyModel.test.js","TEST_FILE","models","frontend/src/models/AwardCandidacyModel.js","TEST_USAGE","{ AwardCandidacyModel, CANDIDACY_STATUS, OSAD_DECISION }","DIRECT","TEST","TEST_HARNESS","ALL_ROLES","NO","frontend/src/models/__tests__/AwardCandidacyModel.test.js:2 -> import from '../AwardCandidacyModel'","TEST-ONLY-DEPENDENCY","HIGH","Direct local import of AwardCandidacyModel.js"
"frontend/src/models/__tests__/AwardCycleModel.test.js","TEST_FILE","models","frontend/src/models/AwardCycleModel.js","TEST_USAGE","{ AwardCycleModel, AWARD_CYCLE_STATUS }","DIRECT","TEST","TEST_HARNESS","ALL_ROLES","NO","frontend/src/models/__tests__/AwardCycleModel.test.js:2 -> import from '../AwardCycleModel'","TEST-ONLY-DEPENDENCY","HIGH","Direct local import of AwardCycleModel.js"
"frontend/src/models/__tests__/CertificateTemplateRegistry.test.js","TEST_FILE","models","frontend/src/models/CertificateTemplateModel.js","TEST_USAGE","{ CertificateTemplateModel }","DIRECT","TEST","TEST_HARNESS","ALL_ROLES","NO","frontend/src/models/__tests__/CertificateTemplateRegistry.test.js:2 -> import from '../CertificateTemplateModel'","TEST-ONLY-DEPENDENCY","HIGH","Direct local import of CertificateTemplateModel.js"
"frontend/src/models/__tests__/CertificateTemplateRegistry.test.js","TEST_FILE","models","frontend/src/models/CertificateTemplateVersionModel.js","TEST_USAGE","{ CertificateTemplateVersionModel }","DIRECT","TEST","TEST_HARNESS","ALL_ROLES","NO","frontend/src/models/__tests__/CertificateTemplateRegistry.test.js:3 -> import from '../CertificateTemplateVersionModel'","TEST-ONLY-DEPENDENCY","HIGH","Direct local import of CertificateTemplateVersionModel.js"
"frontend/src/models/__tests__/CertificateTemplateRegistry.test.js","TEST_FILE","models","frontend/src/models/IssuedCertificateModel.js","TEST_USAGE","{ IssuedCertificateModel }","DIRECT","TEST","TEST_HARNESS","ALL_ROLES","NO","frontend/src/models/__tests__/CertificateTemplateRegistry.test.js:4 -> import from '../IssuedCertificateModel'","TEST-ONLY-DEPENDENCY","HIGH","Direct local import of IssuedCertificateModel.js"
"frontend/src/models/__tests__/CertificateTemplateRegistry.test.js","TEST_FILE","models","frontend/src/controllers/CertificateTemplateController.js","TEST_USAGE","CertificateTemplateController","DIRECT","TEST","TEST_HARNESS","ALL_ROLES","YES","frontend/src/models/__tests__/CertificateTemplateRegistry.test.js:5 -> import from '../../controllers/CertificateTemplateController'","TEST-ONLY-DEPENDENCY","HIGH","Direct local import of CertificateTemplateController.js"
"frontend/src/models/__tests__/CertificateTemplateRegistry.test.js","TEST_FILE","models","frontend/src/services/CertificateTemplateRenderer.js","TEST_USAGE","CertificateTemplateRenderer","DIRECT","TEST","TEST_HARNESS","ALL_ROLES","YES","frontend/src/models/__tests__/CertificateTemplateRegistry.test.js:6 -> import from '../../services/CertificateTemplateRenderer'","TEST-ONLY-DEPENDENCY","HIGH","Direct local import of CertificateTemplateRenderer.js"
"frontend/src/models/__tests__/CertificateTemplateRegistry.test.js","TEST_FILE","models","frontend/src/services/CertificateTemplateRecommendationService.js","TEST_USAGE","CertificateTemplateRecommendationService","DIRECT","TEST","TEST_HARNESS","ALL_ROLES","YES","frontend/src/models/__tests__/CertificateTemplateRegistry.test.js:7 -> import from '../../services/CertificateTemplateRecommendationService'","TEST-ONLY-DEPENDENCY","HIGH","Direct local import of CertificateTemplateRecommendationService.js"
"frontend/src/models/__tests__/OSADAcademicHierarchy.test.js","TEST_FILE","models","frontend/src/models/CollegeModel.js","TEST_USAGE","CollegeModel","DIRECT","TEST","TEST_HARNESS","ALL_ROLES","NO","frontend/src/models/__tests__/OSADAcademicHierarchy.test.js:2 -> import from '../CollegeModel'","TEST-ONLY-DEPENDENCY","HIGH","Direct local import of CollegeModel.js"
"frontend/src/models/__tests__/OSADAcademicHierarchy.test.js","TEST_FILE","models","frontend/src/models/DegreeProgramModel.js","TEST_USAGE","DegreeProgramModel","DIRECT","TEST","TEST_HARNESS","ALL_ROLES","NO","frontend/src/models/__tests__/OSADAcademicHierarchy.test.js:3 -> import from '../DegreeProgramModel'","TEST-ONLY-DEPENDENCY","HIGH","Direct local import of DegreeProgramModel.js"
"frontend/src/models/__tests__/OSADAcademicHierarchy.test.js","TEST_FILE","models","frontend/src/models/StudentOrganizationModel.js","TEST_USAGE","StudentOrganizationModel","DIRECT","TEST","TEST_HARNESS","ALL_ROLES","NO","frontend/src/models/__tests__/OSADAcademicHierarchy.test.js:4 -> import from '../StudentOrganizationModel'","TEST-ONLY-DEPENDENCY","HIGH","Direct local import of StudentOrganizationModel.js"
"frontend/src/models/__tests__/OSADAcademicHierarchy.test.js","TEST_FILE","models","frontend/src/models/ProgramCoordinatorAssignmentModel.js","TEST_USAGE","ProgramCoordinatorAssignmentModel","DIRECT","TEST","TEST_HARNESS","ALL_ROLES","NO","frontend/src/models/__tests__/OSADAcademicHierarchy.test.js:5 -> import from '../ProgramCoordinatorAssignmentModel'","TEST-ONLY-DEPENDENCY","HIGH","Direct local import of ProgramCoordinatorAssignmentModel.js"
"frontend/src/models/__tests__/OSADAcademicHierarchy.test.js","TEST_FILE","models","frontend/src/models/OrganizationModeratorAssignmentModel.js","TEST_USAGE","OrganizationModeratorAssignmentModel","DIRECT","TEST","TEST_HARNESS","ALL_ROLES","NO","frontend/src/models/__tests__/OSADAcademicHierarchy.test.js:6 -> import from '../OrganizationModeratorAssignmentModel'","TEST-ONLY-DEPENDENCY","HIGH","Direct local import of OrganizationModeratorAssignmentModel.js"
"frontend/src/pages/common/AccountPage.jsx","SOURCE_FILE","pages","frontend/src/utils/personnelPlacement.js","UTILITY_USAGE","{ formatPersonnelPlacement }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","PUBLIC / SHARED","YES","frontend/src/pages/common/AccountPage.jsx:2 -> import from '../../utils/personnelPlacement'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of personnelPlacement.js"
"frontend/src/pages/common/AccountPage.jsx","SOURCE_FILE","pages","frontend/src/context/AuthContext.jsx","CONTEXT_USAGE","{ useAuth }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","PUBLIC / SHARED","YES","frontend/src/pages/common/AccountPage.jsx:21 -> import from '../../context/AuthContext'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of AuthContext.jsx"
"frontend/src/pages/common/AccountPage.jsx","SOURCE_FILE","pages","frontend/src/hooks/useUserProfile.js","HOOK_USAGE","useUserProfile","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","PUBLIC / SHARED","YES","frontend/src/pages/common/AccountPage.jsx:22 -> import from '../../hooks/useUserProfile'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of useUserProfile.js"
"frontend/src/pages/common/AccountPage.jsx","SOURCE_FILE","pages","frontend/src/config/supabase.js","CONFIG_USAGE","{ supabase }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","PUBLIC / SHARED","YES","frontend/src/pages/common/AccountPage.jsx:23 -> import from '../../config/supabase'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of supabase.js"
"frontend/src/pages/common/ChangePasswordPage.jsx","SOURCE_FILE","pages","frontend/src/services/authService.js","SERVICE_USAGE","{ submitPasswordChange, logoutUser, getCurrentUser }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","PUBLIC / SHARED","YES","frontend/src/pages/common/ChangePasswordPage.jsx:13 -> import from '../../services/authService'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of authService.js"
"frontend/src/pages/common/ForbiddenPage.jsx","SOURCE_FILE","pages","frontend/src/context/AuthContext.jsx","CONTEXT_USAGE","{ useAuth }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","PUBLIC / SHARED","YES","frontend/src/pages/common/ForbiddenPage.jsx:9 -> import from '../../context/AuthContext'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of AuthContext.jsx"
"frontend/src/pages/common/LoginPage.jsx","SOURCE_FILE","pages","frontend/src/services/authService.js","SERVICE_USAGE","{ authenticateUser, requestPasswordReset }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","PUBLIC / SHARED","YES","frontend/src/pages/common/LoginPage.jsx:4 -> import from '../../services/authService'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of authService.js"
"frontend/src/pages/common/LoginPage.jsx","SOURCE_FILE","pages","frontend/src/context/AuthContext.jsx","CONTEXT_USAGE","{ useAuth }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","PUBLIC / SHARED","YES","frontend/src/pages/common/LoginPage.jsx:5 -> import from '../../context/AuthContext'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of AuthContext.jsx"
"frontend/src/pages/common/PublicCertificateVerificationPage.jsx","SOURCE_FILE","pages","frontend/src/controllers/CertificateIssuanceController.js","CONTROLLER_USAGE","CertificateIssuanceController","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","PUBLIC / SHARED","YES","frontend/src/pages/common/PublicCertificateVerificationPage.jsx:10 -> import from '../../controllers/CertificateIssuanceController'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of CertificateIssuanceController.js"
"frontend/src/pages/common/ResetPasswordPage.jsx","SOURCE_FILE","pages","frontend/src/config/supabase.js","CONFIG_USAGE","{ supabase }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","PUBLIC / SHARED","YES","frontend/src/pages/common/ResetPasswordPage.jsx:3 -> import from '../../config/supabase'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of supabase.js"
"frontend/src/pages/common/SettingsPage.jsx","SOURCE_FILE","pages","frontend/src/context/AuthContext.jsx","CONTEXT_USAGE","{ useAuth }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","PUBLIC / SHARED","YES","frontend/src/pages/common/SettingsPage.jsx:14 -> import from '../../context/AuthContext'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of AuthContext.jsx"
"frontend/src/pages/common/SettingsPage.jsx","SOURCE_FILE","pages","frontend/src/hooks/useTheme.js","HOOK_USAGE","useTheme","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","PUBLIC / SHARED","YES","frontend/src/pages/common/SettingsPage.jsx:15 -> import from '../../hooks/useTheme'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of useTheme.js"
"frontend/src/pages/common/SettingsPage.jsx","SOURCE_FILE","pages","frontend/src/hooks/useUserSettings.js","HOOK_USAGE","useUserSettings","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","PUBLIC / SHARED","YES","frontend/src/pages/common/SettingsPage.jsx:16 -> import from '../../hooks/useUserSettings'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of useUserSettings.js"
"frontend/src/pages/hr-admin/audit/AuditLogTimelineItem.jsx","SOURCE_FILE","pages","frontend/src/models/HRAuditEventRegistry.js","MODEL_USAGE","{ getEventMetadata }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","hr_staff","YES","frontend/src/pages/hr-admin/audit/AuditLogTimelineItem.jsx:2 -> import from '../../../models/HRAuditEventRegistry'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of HRAuditEventRegistry.js"
"frontend/src/pages/hr-admin/audit/AuditTrailFilterBar.jsx","SOURCE_FILE","pages","frontend/src/models/HRAuditEventRegistry.js","MODEL_USAGE","{ AUDIT_CATEGORIES }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","hr_staff","YES","frontend/src/pages/hr-admin/audit/AuditTrailFilterBar.jsx:3 -> import from '../../../models/HRAuditEventRegistry'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of HRAuditEventRegistry.js"
"frontend/src/pages/hr-admin/evaluation-submissions/evaluation/portfolio/FacultyPortfolioPane.jsx","SOURCE_FILE","pages","frontend/src/utils/personnelPlacement.js","UTILITY_USAGE","{ formatPersonnelPlacement }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","hr_staff","YES","frontend/src/pages/hr-admin/evaluation-submissions/evaluation/portfolio/FacultyPortfolioPane.jsx:3 -> import from '../../../../../utils/personnelPlacement'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of personnelPlacement.js"
