"route","http_method","controller_action","controller_file","service_files","tables","access","auth_scope"
"/api/v1/hr/personnel/(:segment)/dean-role","POST","Api\TargetHRPersonnelController::assignDean/$1","backend/app/Controllers/Api/TargetHRPersonnelController.php","AuthorizationService;FacultyStatusService;PersonnelClassificationService","account_lifecycle_events;administrative_units;colleges;current_rank_title;dean_assignments;faculty_engagement;local_auth_credentials;organizational_side;personnel_administrative_unit_affiliations;personnel_college_affiliations;personnel_group;personnel_profiles;position_title;profiles;qualification_summary","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/personnel/(:segment)/dean-role/(:segment)","DELETE","Api\TargetHRPersonnelController::revokeDean/$1/$2","backend/app/Controllers/Api/TargetHRPersonnelController.php","AuthorizationService;FacultyStatusService;PersonnelClassificationService","account_lifecycle_events;administrative_units;colleges;current_rank_title;dean_assignments;faculty_engagement;local_auth_credentials;organizational_side;personnel_administrative_unit_affiliations;personnel_college_affiliations;personnel_group;personnel_profiles;position_title;profiles;qualification_summary","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/personnel/(:segment)/qualification-reviews","POST","Api\HRPersonnelController::recordQualification/$1","backend/app/Controllers/Api/HRPersonnelController.php","AuthorizationService","colleges;password_reset_requests;personnel_college_affiliations;personnel_profiles;personnel_qualification_reviews;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/personnel/(:segment)/qualification-reviews","GET","Api\HRPersonnelController::listQualificationReviews/$1","backend/app/Controllers/Api/HRPersonnelController.php","AuthorizationService","colleges;password_reset_requests;personnel_college_affiliations;personnel_profiles;personnel_qualification_reviews;profiles","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/dashboard","GET","Api\HRPersonnelController::dashboard","backend/app/Controllers/Api/HRPersonnelController.php","AuthorizationService","colleges;password_reset_requests;personnel_college_affiliations;personnel_profiles;personnel_qualification_reviews;profiles","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/audit","GET","Api\HRPersonnelController::audit","backend/app/Controllers/Api/HRPersonnelController.php","AuthorizationService","colleges;password_reset_requests;personnel_college_affiliations;personnel_profiles;personnel_qualification_reviews;profiles","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/evaluations","GET","Api\HREvaluationController::list","backend/app/Controllers/Api/HREvaluationController.php","AuthenticatedActorService;HREvaluationService;ReviewerResolverService","colleges;dean_assignments;departments;personnel_evaluation_deficiency_requests;personnel_evaluation_events;personnel_evaluation_items;personnel_evaluation_reports;personnel_evaluations;personnel_qualification_reviews;profiles;program_coordinator_assignments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/evaluations/(:segment)","GET","Api\HREvaluationController::get/$1","backend/app/Controllers/Api/HREvaluationController.php","AuthenticatedActorService;HREvaluationService;ReviewerResolverService","colleges;dean_assignments;departments;personnel_evaluation_deficiency_requests;personnel_evaluation_events;personnel_evaluation_items;personnel_evaluation_reports;personnel_evaluations;personnel_qualification_reviews;profiles;program_coordinator_assignments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/evaluations/(:segment)/start","POST","Api\HREvaluationController::start/$1","backend/app/Controllers/Api/HREvaluationController.php","AuthenticatedActorService;HREvaluationService;ReviewerResolverService","colleges;dean_assignments;departments;personnel_evaluation_deficiency_requests;personnel_evaluation_events;personnel_evaluation_items;personnel_evaluation_reports;personnel_evaluations;personnel_qualification_reviews;profiles;program_coordinator_assignments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/evaluations/(:segment)/return","POST","Api\HREvaluationController::returnEvaluation/$1","backend/app/Controllers/Api/HREvaluationController.php","AuthenticatedActorService;HREvaluationService;ReviewerResolverService","colleges;dean_assignments;departments;personnel_evaluation_deficiency_requests;personnel_evaluation_events;personnel_evaluation_items;personnel_evaluation_reports;personnel_evaluations;personnel_qualification_reviews;profiles;program_coordinator_assignments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/evaluations/(:segment)/ready","POST","Api\HREvaluationController::markReady/$1","backend/app/Controllers/Api/HREvaluationController.php","AuthenticatedActorService;HREvaluationService;ReviewerResolverService","colleges;dean_assignments;departments;personnel_evaluation_deficiency_requests;personnel_evaluation_events;personnel_evaluation_items;personnel_evaluation_reports;personnel_evaluations;personnel_qualification_reviews;profiles;program_coordinator_assignments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/evaluations/(:segment)/finalize","POST","Api\HREvaluationController::finalizeEvaluation/$1","backend/app/Controllers/Api/HREvaluationController.php","AuthenticatedActorService;HREvaluationService;ReviewerResolverService","colleges;dean_assignments;departments;personnel_evaluation_deficiency_requests;personnel_evaluation_events;personnel_evaluation_items;personnel_evaluation_reports;personnel_evaluations;personnel_qualification_reviews;profiles;program_coordinator_assignments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/evaluations/(:segment)/items/(:segment)/verify","PATCH","Api\HREvaluationController::verifyItem/$1/$2","backend/app/Controllers/Api/HREvaluationController.php","AuthenticatedActorService;HREvaluationService;ReviewerResolverService","colleges;dean_assignments;departments;personnel_evaluation_deficiency_requests;personnel_evaluation_events;personnel_evaluation_items;personnel_evaluation_reports;personnel_evaluations;personnel_qualification_reviews;profiles;program_coordinator_assignments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/evaluations/(:segment)/items/(:segment)/rate","PATCH","Api\HREvaluationController::rateItem/$1/$2","backend/app/Controllers/Api/HREvaluationController.php","AuthenticatedActorService;HREvaluationService;ReviewerResolverService","colleges;dean_assignments;departments;personnel_evaluation_deficiency_requests;personnel_evaluation_events;personnel_evaluation_items;personnel_evaluation_reports;personnel_evaluations;personnel_qualification_reviews;profiles;program_coordinator_assignments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/evaluations/(:segment)/report","GET","Api\HREvaluationController::getReport/$1","backend/app/Controllers/Api/HREvaluationController.php","AuthenticatedActorService;HREvaluationService;ReviewerResolverService","colleges;dean_assignments;departments;personnel_evaluation_deficiency_requests;personnel_evaluation_events;personnel_evaluation_items;personnel_evaluation_reports;personnel_evaluations;personnel_qualification_reviews;profiles;program_coordinator_assignments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/evaluations/(:segment)/deficiencies","POST","Api\HREvaluationController::createDeficiency/$1","backend/app/Controllers/Api/HREvaluationController.php","AuthenticatedActorService;HREvaluationService;ReviewerResolverService","colleges;dean_assignments;departments;personnel_evaluation_deficiency_requests;personnel_evaluation_events;personnel_evaluation_items;personnel_evaluation_reports;personnel_evaluations;personnel_qualification_reviews;profiles;program_coordinator_assignments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/evaluations/(:segment)/deficiencies","GET","Api\HREvaluationController::listDeficiencies/$1","backend/app/Controllers/Api/HREvaluationController.php","AuthenticatedActorService;HREvaluationService;ReviewerResolverService","colleges;dean_assignments;departments;personnel_evaluation_deficiency_requests;personnel_evaluation_events;personnel_evaluation_items;personnel_evaluation_reports;personnel_evaluations;personnel_qualification_reviews;profiles;program_coordinator_assignments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/evaluations/(:segment)/deficiencies/(:segment)/respond","POST","Api\HREvaluationController::respondDeficiency/$1/$2","backend/app/Controllers/Api/HREvaluationController.php","AuthenticatedActorService;HREvaluationService;ReviewerResolverService","colleges;dean_assignments;departments;personnel_evaluation_deficiency_requests;personnel_evaluation_events;personnel_evaluation_items;personnel_evaluation_reports;personnel_evaluations;personnel_qualification_reviews;profiles;program_coordinator_assignments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/evaluations/(:segment)/deficiencies/(:segment)/resolve","POST","Api\HREvaluationController::resolveDeficiency/$1/$2","backend/app/Controllers/Api/HREvaluationController.php","AuthenticatedActorService;HREvaluationService;ReviewerResolverService","colleges;dean_assignments;departments;personnel_evaluation_deficiency_requests;personnel_evaluation_events;personnel_evaluation_items;personnel_evaluation_reports;personnel_evaluations;personnel_qualification_reviews;profiles;program_coordinator_assignments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/evaluations/(:segment)/deficiencies/(:segment)/cancel","POST","Api\HREvaluationController::cancelDeficiency/$1/$2","backend/app/Controllers/Api/HREvaluationController.php","AuthenticatedActorService;HREvaluationService;ReviewerResolverService","colleges;dean_assignments;departments;personnel_evaluation_deficiency_requests;personnel_evaluation_events;personnel_evaluation_items;personnel_evaluation_reports;personnel_evaluations;personnel_qualification_reviews;profiles;program_coordinator_assignments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/portfolio/categories","GET","Api\StudentPortfolioController::categories","backend/app/Controllers/Api/StudentPortfolioController.php","AuthorizationService;LocalEvidenceStorageService","academic_programs;notifications;portfolio_categories;portfolio_subcategories;profiles;student_portfolio_evidence;student_portfolio_records;student_portfolio_verification_events;student_program_enrollments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/portfolio","GET","Api\StudentPortfolioController::index","backend/app/Controllers/Api/StudentPortfolioController.php","AuthorizationService;LocalEvidenceStorageService","academic_programs;notifications;portfolio_categories;portfolio_subcategories;profiles;student_portfolio_evidence;student_portfolio_records;student_portfolio_verification_events;student_program_enrollments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/portfolio","POST","Api\StudentPortfolioController::create","backend/app/Controllers/Api/StudentPortfolioController.php","AuthorizationService;LocalEvidenceStorageService","academic_programs;notifications;portfolio_categories;portfolio_subcategories;profiles;student_portfolio_evidence;student_portfolio_records;student_portfolio_verification_events;student_program_enrollments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/portfolio/(:segment)","GET","Api\StudentPortfolioController::get/$1","backend/app/Controllers/Api/StudentPortfolioController.php","AuthorizationService;LocalEvidenceStorageService","academic_programs;notifications;portfolio_categories;portfolio_subcategories;profiles;student_portfolio_evidence;student_portfolio_records;student_portfolio_verification_events;student_program_enrollments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/portfolio/(:segment)/evidence","POST","Api\StudentPortfolioController::addEvidence/$1","backend/app/Controllers/Api/StudentPortfolioController.php","AuthorizationService;LocalEvidenceStorageService","academic_programs;notifications;portfolio_categories;portfolio_subcategories;profiles;student_portfolio_evidence;student_portfolio_records;student_portfolio_verification_events;student_program_enrollments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/portfolio/(:segment)/verify","POST","Api\StudentPortfolioController::verifyRecord/$1","backend/app/Controllers/Api/StudentPortfolioController.php","AuthorizationService;LocalEvidenceStorageService","academic_programs;notifications;portfolio_categories;portfolio_subcategories;profiles;student_portfolio_evidence;student_portfolio_records;student_portfolio_verification_events;student_program_enrollments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/portfolio/(:segment)/request-revision","POST","Api\StudentPortfolioController::requestRevision/$1","backend/app/Controllers/Api/StudentPortfolioController.php","AuthorizationService;LocalEvidenceStorageService","academic_programs;notifications;portfolio_categories;portfolio_subcategories;profiles;student_portfolio_evidence;student_portfolio_records;student_portfolio_verification_events;student_program_enrollments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/portfolio/(:segment)/reject","POST","Api\StudentPortfolioController::rejectRecord/$1","backend/app/Controllers/Api/StudentPortfolioController.php","AuthorizationService;LocalEvidenceStorageService","academic_programs;notifications;portfolio_categories;portfolio_subcategories;profiles;student_portfolio_evidence;student_portfolio_records;student_portfolio_verification_events;student_program_enrollments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/portfolio/(:segment)/resubmit","POST","Api\StudentPortfolioController::resubmitRecord/$1","backend/app/Controllers/Api/StudentPortfolioController.php","AuthorizationService;LocalEvidenceStorageService","academic_programs;notifications;portfolio_categories;portfolio_subcategories;profiles;student_portfolio_evidence;student_portfolio_records;student_portfolio_verification_events;student_program_enrollments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/program-coordinator/verification-queue","GET","Api\StudentPortfolioController::coordinatorQueue","backend/app/Controllers/Api/StudentPortfolioController.php","AuthorizationService;LocalEvidenceStorageService","academic_programs;notifications;portfolio_categories;portfolio_subcategories;profiles;student_portfolio_evidence;student_portfolio_records;student_portfolio_verification_events;student_program_enrollments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/colleges","GET","Api\CollegeController::index","backend/app/Controllers/Api/CollegeController.php","AuthenticatedActorService;AuthorizationService;CollegeService","academic_programs;colleges;personnel_program_affiliations;profiles;program_coordinator_assignments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/colleges","POST","Api\CollegeController::create","backend/app/Controllers/Api/CollegeController.php","AuthenticatedActorService;AuthorizationService;CollegeService","academic_programs;colleges;personnel_program_affiliations;profiles;program_coordinator_assignments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/colleges/(:segment)","GET","Api\CollegeController::show/$1","backend/app/Controllers/Api/CollegeController.php","AuthenticatedActorService;AuthorizationService;CollegeService","academic_programs;colleges;personnel_program_affiliations;profiles;program_coordinator_assignments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/colleges/(:segment)/logo","GET","Api\CollegeController::logo/$1","backend/app/Controllers/Api/CollegeController.php","AuthenticatedActorService;AuthorizationService;CollegeService","academic_programs;colleges;personnel_program_affiliations;profiles;program_coordinator_assignments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/academic-programs","GET","Api\CollegeController::listPrograms","backend/app/Controllers/Api/CollegeController.php","AuthenticatedActorService;AuthorizationService;CollegeService","academic_programs;colleges;personnel_program_affiliations;profiles;program_coordinator_assignments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/academic-programs","POST","Api\CollegeController::createProgram","backend/app/Controllers/Api/CollegeController.php","AuthenticatedActorService;AuthorizationService;CollegeService","academic_programs;colleges;personnel_program_affiliations;profiles;program_coordinator_assignments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/academic-programs/(:segment)","PUT","Api\CollegeController::updateProgram/$1","backend/app/Controllers/Api/CollegeController.php","AuthenticatedActorService;AuthorizationService;CollegeService","academic_programs;colleges;personnel_program_affiliations;profiles;program_coordinator_assignments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/academic-programs/(:segment)","PATCH","Api\CollegeController::updateProgram/$1","backend/app/Controllers/Api/CollegeController.php","AuthenticatedActorService;AuthorizationService;CollegeService","academic_programs;colleges;personnel_program_affiliations;profiles;program_coordinator_assignments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/colleges/(:segment)/coordinator-personnel","GET","Api\CollegeController::listCoordinatorPersonnel/$1","backend/app/Controllers/Api/CollegeController.php","AuthenticatedActorService;AuthorizationService;CollegeService","academic_programs;colleges;personnel_program_affiliations;profiles;program_coordinator_assignments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/colleges/(:segment)/coordinator-personnel/(:segment)","GET","Api\CollegeController::getPersonnelCoordinatorContext/$1/$2","backend/app/Controllers/Api/CollegeController.php","AuthenticatedActorService;AuthorizationService;CollegeService","academic_programs;colleges;personnel_program_affiliations;profiles;program_coordinator_assignments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/colleges/(:segment)/coordinator-personnel/(:segment)","PUT","Api\CollegeController::updatePersonnelCoordinatorAssignments/$1/$2","backend/app/Controllers/Api/CollegeController.php","AuthenticatedActorService;AuthorizationService;CollegeService","academic_programs;colleges;personnel_program_affiliations;profiles;program_coordinator_assignments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/colleges/(:segment)/reassign-coordinator","POST","Api\CollegeController::reassignCoordinator/$1","backend/app/Controllers/Api/CollegeController.php","AuthenticatedActorService;AuthorizationService;CollegeService","academic_programs;colleges;personnel_program_affiliations;profiles;program_coordinator_assignments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/organizations","GET","Api\OrganizationController::index","backend/app/Controllers/Api/OrganizationController.php","AuthenticatedActorService;AuthorizationService;OrganizationService","academic_programs;colleges;organization_moderator_assignments;organization_program_affiliations;organizations;profiles","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/organizations","POST","Api\OrganizationController::create","backend/app/Controllers/Api/OrganizationController.php","AuthenticatedActorService;AuthorizationService;OrganizationService","academic_programs;colleges;organization_moderator_assignments;organization_program_affiliations;organizations;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/organizations/(:segment)","GET","Api\OrganizationController::show/$1","backend/app/Controllers/Api/OrganizationController.php","AuthenticatedActorService;AuthorizationService;OrganizationService","academic_programs;colleges;organization_moderator_assignments;organization_program_affiliations;organizations;profiles","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/organizations/(:segment)/logo","GET","Api\OrganizationController::logo/$1","backend/app/Controllers/Api/OrganizationController.php","AuthenticatedActorService;AuthorizationService;OrganizationService","academic_programs;colleges;organization_moderator_assignments;organization_program_affiliations;organizations;profiles","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/organizations/(:segment)/logo","POST","Api\OrganizationController::updateLogo/$1","backend/app/Controllers/Api/OrganizationController.php","AuthenticatedActorService;AuthorizationService;OrganizationService","academic_programs;colleges;organization_moderator_assignments;organization_program_affiliations;organizations;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/organizations/(:segment)/logo","DELETE","Api\OrganizationController::deleteLogo/$1","backend/app/Controllers/Api/OrganizationController.php","AuthenticatedActorService;AuthorizationService;OrganizationService","academic_programs;colleges;organization_moderator_assignments;organization_program_affiliations;organizations;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/awards","GET","Api\AwardEvaluationController::listAwards","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/candidates","GET","Api\AwardEvaluationController::listAllCandidates","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/awards/(:segment)/evaluate","POST","Api\AwardEvaluationController::evaluateAward/$1","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/awards/(:segment)/candidate-threshold","PATCH","Api\AwardEvaluationController::updateCandidateThreshold/$1","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/awards/(:segment)/candidates","GET","Api\AwardEvaluationController::listCandidates/$1","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/awards/(:segment)/students-for-evaluation","GET","Api\AwardEvaluationController::studentsForEvaluation/$1","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/awards/(:segment)/students/(:segment)/evidence","GET","Api\AwardEvaluationController::studentAwardEvidence/$1/$2","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/awards/(:segment)/students/(:segment)/review","GET","Api\AwardEvaluationController::studentAwardReview/$1/$2","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/awards/(:segment)/students/(:segment)/manual-criteria","PATCH","Api\AwardEvaluationController::saveManualCriteria/$1/$2","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/awards/(:segment)/students/(:segment)/finalize","POST","Api\AwardEvaluationController::finalizeStudentAwardEvaluation/$1/$2","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/awards/(:segment)/students/(:segment)/recalculate","POST","Api\AwardEvaluationController::recalculatePortfolioScore/$1/$2","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/awards/(:segment)/students/(:segment)/classify","POST","Api\AwardEvaluationController::classifyPotentialCandidate/$1/$2","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/awards/(:segment)/students/(:segment)/candidate-status","GET","Api\AwardEvaluationController::studentCandidateStatus/$1/$2","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","READ","Controller/filter enforced; inspect mapped action"
